p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
7.79303618958968e-22	1.43825293728202	0.201	0.01	1.91124212549687e-17	3	NvBarH-like1
4.8430939998473e-20	0.997362178451568	0.518	0.272	1.18776880346255e-15	3	XBP1-like
1.6894888956157e-19	0.447796268042532	0.981	0.96	4.1434715164975e-15	3	CEBPG-like
2.2758152467849e-19	1.34056864366038	0.275	0.062	5.58143689273997e-15	3	INSM1-like
1.24367681931074e-10	0.58455376327435	0.118	0.015	3.05011739935958e-06	3	NvAshD
5.64847672425062e-10	0.711908090978958	0.283	0.136	1.38528891662246e-05	3	NvNoc
1.1582547745704e-09	0.840521359976478	0.249	0.083	2.84061983463389e-05	3	NvSoxB1
3.51464834757115e-09	0.658985906340235	0.207	0.076	8.61967507241826e-05	3	NvSoxC
1.01976341470647e-08	0.529390551877638	0.144	0.031	0.000250096977456762	3	NvAtonal-like
2.0498786510677e-08	0.587038220350417	0.442	0.319	0.000502732739174354	3	NvCREB-like
1.27733991769591e-05	0.407010954972706	0.63	0.56	0.313267614814923	3	NvATF4
2.20204061077365e-05	0.544804290856566	0.135	0.051	0.540050459792238	3	ID4-like2
5.86028923204063e-05	0.461230003700148	0.298	0.194	1	3	CRBL2-like
0.000709499448756515	0.361722613428701	0.154	0.089	1	3	NvTcf-Lef
3.82729417082298e-31	1.53852022428307	0.26	0.004	9.38643895394335e-27	4	NvNem64
4.16935052345436e-24	0.917875143842266	0.205	0.011	1.02253321587718e-19	4	ZN75D-like
4.19049603429378e-19	0.658275240336788	0.284	0.063	1.02771915241055e-14	4	NvGATA
1.59221945217819e-15	0.414710012462987	0.171	0.031	3.90491820646701e-11	4	CCDCX-like
1.67127861205998e-09	0.54254279332459	0.748	0.583	4.09881079607709e-05	4	NvEgr1-like
3.2712369595068e-08	0.394964377228138	0.171	0.051	0.000802270864319043	4	NvCOUP
3.85861321587877e-08	0.34489229074413	0.103	0.017	0.000946324891194269	4	TENS1-like
5.12696646230176e-06	0.274531924701751	0.171	0.061	0.125738852487951	4	YPEL5-like
0.000485232472424993	0.353118956701695	0.13	0.031	1	4	NvFOXL2
7.92586295758263e-15	0.286012877735687	0.954	0.915	1.94381789034714e-10	5	RL17-like
6.81916328266385e-08	0.449143562989524	0.438	0.272	0.00167239979507331	5	XBP1-like
4.65541247236629e-06	0.356060354110281	0.259	0.136	0.114173990884783	5	NvNoc
4.76266695642383e-28	1.47488161853871	0.343	0.062	1.16804407106294e-23	6	INSM1-like
1.57388207146147e-20	1.17699760396198	0.303	0.051	3.85994578025927e-16	6	NvAshA
9.56874979304838e-20	1.47747597527709	0.184	0.011	2.34673588674511e-15	6	NvBarH-like1
5.37760645805788e-13	0.587315814650098	0.133	0.018	1.31885798383869e-08	6	NvNGFR
9.68626416302946e-13	0.598503600181049	0.11	0.004	2.37555628598297e-08	6	GFI1B-like2
4.21469623108129e-10	0.644766929405518	0.122	0.023	1.03365425067269e-05	6	NvISL1
6.62842422169023e-10	0.538697719276399	0.96	0.96	1.62562104036953e-05	6	CEBPG-like
7.06528510719303e-09	0.542401883922446	0.102	0.009	0.000173276117253909	6	NVE12045
4.23770252588571e-07	0.620549805393787	0.411	0.274	0.0103929654447347	6	XBP1-like
9.10505192813925e-07	0.647317570292601	0.176	0.084	0.0223301398537615	6	NvSoxB1
4.70371039247814e-06	0.458209822380485	0.167	0.077	0.115358497375526	6	NvSoxC
7.39741116365297e-06	0.418486448948497	0.108	0.031	0.181421508788589	6	NvFoxJ1
4.51226421639631e-05	0.493815027335328	0.241	0.137	1	6	NvNoc
0.000523693346889127	0.461510294580462	0.139	0.064	1	6	Nvmeis-like
3.51713368742457e-48	3.93494932012708	0.494	0.072	8.62577036840875e-44	7	NVE5857
1.25037139349865e-20	0.852688194548301	0.278	0.061	3.06653584255543e-16	7	INSM1-like
2.457628404862e-19	0.825113645023165	0.152	0.002	6.02733366292406e-15	7	SIX1B-like
5.35326993045771e-18	0.656094863270825	0.533	0.272	1.31288945044475e-13	7	XBP1-like
1.24156128327502e-17	0.720637920921755	0.291	0.085	3.04492904723199e-13	7	Nvcreb-like2
3.22468122222506e-14	0.621789275209519	0.118	0.001	7.90853069750697e-10	7	NvUnc4
5.8956885517732e-11	0.71676594405766	0.171	0.05	1.44591761732238e-06	7	ID4-like2
8.23680910741014e-11	0.645383156067524	0.102	0.009	2.02007743359234e-06	7	Nvalr-like
6.81840638753489e-10	0.379982071011878	0.276	0.136	1.67221416654293e-05	7	NvNoc
1.21032994174421e-08	0.620960921019222	0.234	0.075	0.000296833418212768	7	NvSoxC
1.25336770314519e-06	0.275194094498304	0.12	0.031	0.0307388429196357	7	NvAtonal-like
3.83433466569383e-85	4.08251680461218	0.678	0.072	9.40370576761412e-81	8	NVE5857
3.49288109337025e-18	0.934600040818466	0.571	0.273	8.56629088149055e-14	8	XBP1-like
5.40011894300138e-13	0.750167520335536	0.225	0.063	1.32437917077109e-08	8	INSM1-like
3.07153170587461e-11	0.709582874898371	0.507	0.319	7.53293150865747e-07	8	NvCREB-like
2.06571567394986e-10	0.718350306041972	0.772	0.595	5.06616769036204e-06	8	LARP6-like
6.17092541044805e-09	0.392921771370774	0.212	0.076	0.000151341945691238	8	NvSoxC
8.33087475507369e-09	0.578277556005153	0.174	0.058	0.000204314703368182	8	NvEts
9.29639427476512e-09	0.389873351761723	0.102	0.012	0.000227994069588614	8	NvBrachyury
2.9256342730194e-08	0.568917339713134	0.756	0.645	0.000717511805458008	8	NVE4464;NVE21133
1.95461835621651e-07	0.285748773440252	0.965	0.96	0.00479370151862099	8	CEBPG-like
1.05838717570937e-06	0.403698416869542	0.102	0.022	0.0259569454842724	8	ARI3C-like
2.33626251544696e-06	0.469283704654353	0.485	0.307	0.0572968381913368	8	NF2L2-like
2.73674596493553e-06	0.324067316850128	0.113	0.027	0.0671186947900438	8	LENG9-like
8.88365218858183e-06	0.377220920185461	0.676	0.56	0.217871569924969	8	NvATF4
1.13738022186113e-05	0.278157336587601	0.204	0.138	0.278942499411442	8	NvNoc
1.92914718881825e-05	0.375921018152835	0.206	0.087	0.473123348057676	8	Nvcreb-like2
0.000910786856993746	0.316288150711862	0.131	0.051	1	8	ID4-like2
6.86952473326668e-54	1.63485142711158	0.449	0.041	1.68475094083365e-49	9	NvAshA
2.52943037634169e-32	1.41863557115513	0.304	0.034	6.20342799797801e-28	9	OTP-like
1.18189541327511e-25	0.939358380134933	0.196	0.007	2.89859850105721e-21	9	Nvfez
2.03248492211849e-23	1.2005653737858	0.685	0.492	4.98466927149559e-19	9	NvKlf3-8-12-like
3.88229801767117e-23	1.15307810923846	0.796	0.642	9.52133588833855e-19	9	NVE4464;NVE21133
1.98502066122689e-17	0.850791404231827	0.139	0.007	4.86826317165895e-13	9	TBX5A-like
4.18630163856767e-16	0.464048083888279	0.119	0.02	1.02669047685872e-11	9	ARI3C-like
1.18518135971785e-14	0.584562945496402	0.105	0.005	2.90665728470803e-10	9	NvTLL-like
5.75428727078658e-14	0.471217820637347	0.244	0.081	1.41123895316041e-09	9	NvFoxN1
2.21267106999622e-13	0.469021968957244	0.507	0.302	5.42657579916574e-09	9	NF2L2-like
1.83139159449167e-12	0.619987910704262	0.506	0.315	4.49148788549081e-08	9	NvCREB-like
1.37098293943381e-11	0.49433195586896	0.75	0.555	3.36233565896141e-07	9	NvATF4
4.99585067313919e-11	0.597572366937474	0.173	0.028	1.22523237758739e-06	9	NvAtonal-like
5.66172607443289e-11	0.914166258980558	0.745	0.592	1.38853831975467e-06	9	LARP6-like
1.54357606117608e-10	0.431196030580845	0.176	0.048	3.78562029003433e-06	9	ID4-like2
1.80338823381319e-10	0.760009707225241	0.806	0.705	4.42280964342685e-06	9	Nve-c-jun
3.41625133535046e-10	0.69701633911505	0.716	0.584	8.378356399947e-06	9	NvEgr1-like
1.02993545890018e-08	0.436130500519013	0.355	0.191	0.000252591671295269	9	CRBL2-like
7.1825887258417e-08	0.266078849467162	0.294	0.156	0.00176152988501268	9	NvKlf10-11-like
1.18789500097487e-07	0.415946770909824	0.446	0.27	0.00291331248989087	9	XBP1-like
3.73233096910958e-05	0.263324820205383	0.104	0.032	0.915354170174125	9	NvFOXL2
6.44700066762603e-05	0.386259963365802	0.153	0.068	1	9	NvGATA
0.000297833105426847	0.251533705124947	0.193	0.1	1	9	NvSp5
8.7119863162842e-50	2.00581099638601	0.452	0.01	2.1366146440687e-45	10	Nvmyc5
5.16391918704156e-37	2.32470250838468	0.31	0.001	1.26645118062194e-32	10	FOS-like
1.49962119232325e-28	2.04482187534421	0.286	0.005	3.67782097417277e-24	10	NvSoxA
3.45718722991145e-27	1.03222368294928	0.226	0.001	8.47875168135784e-23	10	Nvmyc
1.64143598215432e-17	0.691852077592454	0.19	0.016	4.02562174623347e-13	10	NvAshD
9.83092244654649e-14	1.18765643086304	0.357	0.064	2.41103373001553e-09	10	INSM1-like
1.19069283181549e-11	0.600619942862325	0.238	0.053	2.92017417002749e-07	10	NvAshA
7.93617782669974e-11	0.555606782988465	0.119	0.01	1.94634761199811e-06	10	NvDMRT-H
1.15868570979594e-08	0.955875929813587	0.262	0.079	0.000284167670327455	10	MAX-like
1.26597259405025e-08	0.968227795847954	1	0.96	0.000310479778690824	10	CEBPG-like
1.36416932924223e-08	0.844144388435204	0.226	0.051	0.000334562527996658	10	2HLF-like
1.55798196069826e-06	0.726548370119628	0.262	0.086	0.0382095075861249	10	NvFoxN1
2.55462599113887e-06	0.768038776589252	0.321	0.138	0.0626522024326807	10	NvNoc
3.32736378506822e-06	0.311096630056594	0.143	0.021	0.081603596828798	10	ZN708-like
7.811454362291e-06	0.333299469127948	0.131	0.031	0.191575918235187	10	NVE11686
0.000148646547990204	0.657502296190184	0.476	0.271	1	10	GRHL2-like1
0.000225937852470159	0.572430497667505	0.333	0.14	1	10	MYCBP-like
0.000343890416927468	0.318076459111165	0.119	0.042	1	10	CIC-like
0.00045631278615737	0.308639020810099	0.179	0.068	1	10	WDS-like1
4.12322647814177e-37	1.28613584094231	0.321	0.039	1.01122129376427e-32	11	NvAshA
6.26157191591876e-23	0.985723393368545	0.192	0.01	1.53565051237908e-18	11	NvNGFR
2.5346781723148e-22	0.606260918159555	0.98	0.959	6.21629821760205e-18	11	CEBPG-like
2.67896728757982e-22	1.13175509371491	0.274	0.053	6.57016727278952e-18	11	INSM1-like
1.19566413288345e-20	0.961002487832051	0.143	0.012	2.93236628589666e-16	11	NvDMRT-B
3.1605414569269e-16	1.1974771743414	0.287	0.093	7.75122792311322e-12	11	NvSp5
7.16623201487685e-14	0.590751014440777	0.169	0.046	1.75751840164855e-09	11	ID4-like2
5.53914516950646e-10	0.779593972183807	0.289	0.13	1.35847535282146e-05	11	NvNoc
1.13053528505048e-09	0.974764433385112	0.192	0.064	2.77263778658631e-05	11	NvGATA
1.53939996093342e-09	0.72042824369845	0.103	0.016	3.77537840418921e-05	11	PTF1A-like1
2.28327682490686e-09	0.465399101463016	0.396	0.269	5.59973641308408e-05	11	XBP1-like
2.14238801230979e-08	0.830830425297346	0.13	0.029	0.000525420660018977	11	NvFOXL2
2.31367553548692e-08	0.521110473295466	0.166	0.073	0.000567428925078168	11	NvSoxC
5.69862235227878e-07	0.659045357908117	0.774	0.705	0.0139758713189637	11	Nve-c-jun
5.44226113758843e-06	0.408855714150589	0.602	0.493	0.133471454399356	11	NvKlf3-8-12-like
1.51386796653806e-05	0.498830161804018	0.186	0.085	0.371276118793459	11	NvTcf-Lef
7.76772418271864e-05	0.620509516934864	0.116	0.047	1	11	NvMoxC
0.000267610797988259	0.74491285686963	0.667	0.584	1	11	NvEgr1-like
0.00088714521104794	0.250344128646496	0.363	0.306	1	11	NF2L2-like
1.20831321163874e-45	1.96359784189493	0.457	0.023	2.96338815154402e-41	12	NvISL1
2.28220655041002e-23	1.29496215818505	0.284	0.018	5.59711156488057e-19	12	NvDMRT-B
5.12813355648332e-18	1.1847266357468	0.37	0.064	1.25767475472753e-13	12	INSM1-like
5.27417283324887e-14	1.23542884032606	0.358	0.07	1.29349088735429e-09	12	NvGATA
8.37369755405945e-12	1.28987908272346	0.642	0.275	2.05364932513308e-07	12	XBP1-like
7.70680193461739e-09	0.594679432308878	0.988	0.96	0.000189009317446492	12	CEBPG-like
1.5127118797143e-08	0.873440727074501	0.284	0.077	0.000370992588499931	12	NvSoxC
1.88297136982455e-07	0.75471301825489	0.235	0.042	0.00461798728449472	12	NvPITX1
5.34823462728715e-07	0.346523415571173	0.185	0.064	0.0131165454234217	12	NvSoxB2(Sox1)
7.74164608392118e-06	0.582355393121352	0.284	0.103	0.189863870208167	12	NvSp5
1.96686099281903e-05	0.620339042361181	0.84	0.646	0.482372658488866	12	NVE4464;NVE21133
0.000242210744137662	0.456034210683497	0.519	0.321	1	12	NvCREB-like
0.00036295397408146	0.322840691525248	0.198	0.068	1	12	WDS-like1
0.000485635499775285	0.381058569347542	0.198	0.071	1	12	NVE18197
0.000612696786282071	0.263848589500619	0.185	0.08	1	12	Nv-eProtein
4.71929048209912e-47	0.949453863871629	0.736	0.24	1.15740599073481e-42	13	NvZF-C3H1
1.05898763325949e-38	0.80851947772948	0.398	0.049	2.59716717056889e-34	13	SAP-like6
4.52678195197119e-25	0.607334081635192	0.282	0.034	1.11019327372094e-20	13	NvTwist
3.4260165062497e-23	0.448775913747514	0.223	0.029	8.40230548157739e-19	13	NvSnailA
1.2847069065778e-20	0.515336825569896	0.248	0.036	3.15074368838205e-16	13	NvMoxC
2.36327833825625e-18	0.418166603608054	0.489	0.177	5.79594012457345e-14	13	Nve-elk
6.63859147981752e-18	0.338746880119256	0.165	0.018	1.62811456042525e-13	13	NvSix4-5
1.01238078015791e-17	0.41117794670086	0.181	0.016	2.48286386333727e-13	13	NvParaxis
6.23301558807835e-15	0.4487281745439	0.301	0.08	1.52864707297622e-10	13	HLF-like2
1.02571871124991e-14	0.288811513040594	0.171	0.033	2.51557513934041e-10	13	NvDMRT-F
1.04747354336903e-14	0.456166516884843	0.251	0.052	2.56892886511255e-10	13	NVE7499
1.32363463541648e-14	0.254213619374712	0.19	0.045	3.24621394335891e-10	13	NvCOUP
5.16922818068851e-14	0.452053049994685	0.163	0.014	1.26775321131386e-09	13	Nve-Lbx
5.28189607951199e-14	0.329640339358235	0.193	0.061	1.29538501350032e-09	13	NvGATA
2.59955831595739e-13	0.566416102244067	0.154	0.02	6.37541676988551e-09	13	FOXL1-like1
7.48781983244438e-13	0.280195935770025	0.182	0.046	1.83638781390698e-08	13	R1441-like
1.07079299156056e-12	0.275542417043489	0.162	0.025	2.62611981180227e-08	13	NvSix1-2
6.85892675143833e-12	0.461181151708985	0.388	0.138	1.68215178579025e-07	13	ZC12D-like
3.94742577143869e-11	0.471866632961357	0.125	0.012	9.6810617044534e-07	13	NvTbx15-like
1.0638298747339e-10	0.254000634264287	0.451	0.19	2.6090427677849e-06	13	ETS1B-like
2.70110086579545e-09	0.439471235024337	0.117	0.011	6.62444987336335e-05	13	NvVAX-EMX-like
3.72938003446776e-09	0.361267268413026	0.108	0.015	9.14630453453217e-05	13	NvMoxD
1.13193738270873e-08	0.2621324345747	0.167	0.051	0.000277607643109317	13	NvEts
2.36343023531766e-08	0.298294163135019	0.137	0.032	0.000579631265211657	13	NvBarH-like3
4.18581039690542e-07	0.396216168893113	0.867	0.576	0.0102656999984106	13	LARP6-like
5.66306857600638e-55	2.1858394964496	0.482	0.001	1.38886756826557e-50	14	IRF2-like1
6.47738909286469e-17	0.757532911040451	0.224	0.013	1.58857967502507e-12	14	NvNKx2.2B
4.10946323735054e-11	0.646792399125961	0.224	0.052	1.00784585896022e-06	14	ID4-like2
6.28800787854908e-11	0.667322274214794	0.212	0.034	1.54213393221416e-06	14	SPDEF-like
2.63220794145184e-09	0.584010027804333	0.129	0.013	6.45548997641065e-05	14	HM09-like
4.41308067408737e-08	0.422285236568671	0.129	0.021	0.00108230803531993	14	NvOtxA
5.16811781696605e-07	0.479315225889539	0.118	0.022	0.0126748089461092	14	NvNKx2.2D
3.55154482527613e-06	0.621889678238206	0.212	0.069	0.0871016368398971	14	SMAD1-like
5.4188121128211e-06	0.48199721345447	0.118	0.02	0.132896367066937	14	NvOtxB
7.1675258312349e-06	0.60746876827416	0.6	0.274	0.175783571011036	14	NvZF-C3H1
7.98078992246357e-06	0.633290638116781	0.224	0.075	0.195728872848419	14	NVE4116
3.82527533720384e-05	0.568274751161781	0.4	0.208	0.938148776449242	14	ETS1B-like
5.57051586449205e-05	0.701563656260673	0.353	0.155	1	14	ZC12D-like
5.68002812135364e-05	0.287565449552967	0.165	0.064	1	14	YPEL5-like
0.000114446440140331	0.505891595798698	0.988	0.96	1	14	CEBPG-like
0.00029073905651304	0.749647093782346	0.176	0.065	1	14	NvSnailB
0.00058471417075998	0.585386221900735	0.776	0.596	1	14	LARP6-like
2.66572187919732e-58	1.80599308328561	0.525	0.061	6.53768290873143e-54	15	NvSoxC
3.63114934790157e-55	1.4028599311478	0.416	0.023	8.90539377572859e-51	15	NvMyc3
5.82642333139282e-45	1.56426969857761	0.417	0.044	1.42893032202409e-40	15	NvSoxB.2
1.17856059244903e-37	1.87278032232707	0.287	0.008	2.89041985298125e-33	15	NvNeurogenin1
7.00775894346104e-27	0.796564932165772	0.249	0.016	1.71865288088382e-22	15	Nvmyc1
3.00252998249059e-24	0.936218302714751	0.345	0.076	7.36370478205818e-20	15	NVE9928
1.70141463845944e-20	0.719016302957936	0.722	0.381	4.17271940082178e-16	15	NVE21973
4.32142669188932e-17	0.568940421611088	0.163	0.028	1.05982989618586e-12	15	NvAtonal-like
4.57791831713021e-17	0.64853739974606	0.365	0.104	1.12273446727618e-12	15	PA2G4-like
5.69892637538118e-17	0.551537035014816	0.237	0.046	1.39766169356223e-12	15	LA-like
8.0623074248847e-16	0.473409303958241	0.262	0.083	1.97728089595297e-11	15	EIF3M-like
3.52106772186908e-14	1.23741014908406	0.247	0.058	8.63541858788391e-10	15	INSM1-like
1.16214397362458e-13	0.462496069022967	0.246	0.073	2.85015809531428e-09	15	MAX-like
2.78724740316118e-13	0.306906058830285	0.202	0.064	6.8357242562528e-09	15	WDS-like1
1.42660092191797e-12	0.688318039568223	0.137	0.018	3.49873876100382e-08	15	NvNKx2.2D
1.66138156035354e-12	0.288680742612239	0.976	0.914	4.07453827676706e-08	15	RL17-like
1.36187833465725e-11	0.413603974986939	0.268	0.104	3.34000661574691e-07	15	LAML1-like
2.27739282140627e-11	0.321981680341371	0.139	0.041	5.58530589449888e-07	15	NvCCCH10
7.34718894477749e-11	0.596144988088182	0.106	0.009	1.80189808870668e-06	15	Nvfez
1.85646531467518e-10	0.391317584921673	0.202	0.066	4.55298118424088e-06	15	NVE18197
2.42290295517837e-10	0.618435650776461	0.135	0.03	5.94216949757496e-06	15	NvFOXL2
2.67963078898848e-10	0.420179993162998	0.545	0.286	6.57179450999424e-06	15	YBOX1-like
3.1093987062835e-10	0.525010284145738	0.145	0.019	7.62580032716029e-06	15	NvISL1
6.18355843387735e-10	0.302869657580175	0.197	0.073	1.51651770590842e-05	15	PSD11-like
7.73751680606439e-10	0.299150280693292	0.218	0.099	1.89762599668729e-05	15	NvSp5
1.10819201101164e-08	0.400672671539052	0.217	0.075	0.000271784090700605	15	Nv-eProtein
2.65494449520773e-08	0.592168974318175	0.128	0.034	0.000651125137449695	15	NvHes3
7.59758888397972e-08	0.279720160021389	0.351	0.19	0.00186330867379603	15	ZHANG-like2
6.87969686329215e-07	0.448297219644366	0.163	0.071	0.016872456557224	15	NvMsxC
1.88997949978946e-06	0.290483770820291	0.851	0.676	0.0463517472323366	15	RL37A-like
3.28763556076082e-06	0.295482576467093	0.141	0.062	0.0806292621276591	15	Nvmeis-like
4.188811037013e-06	0.424570734586551	0.141	0.067	0.102730590682744	15	NvGATA
1.49579093995815e-05	0.374774821024098	0.112	0.032	0.366842728024735	15	NvSix1-2
1.11313466044317e-24	1.12322973965543	0.695	0.379	2.72996275473687e-20	16	NVE21973
3.22038864505063e-12	0.460687793591083	0.111	0.022	7.89800315198668e-08	16	TFAM-like
7.68785111402691e-11	0.508871886345248	0.283	0.149	1.8854454857151e-06	16	SKP1-like
1.6440710598498e-10	0.526586947008528	0.162	0.045	4.03208427428163e-06	16	ZKSC8-like1
5.16603299737999e-10	0.704767596695078	0.202	0.081	1.26696959260744e-05	16	NvFoxN1
5.75467894865596e-08	0.30666837073427	0.103	0.037	0.00141133501215787	16	FBX36-like1
8.11026068315308e-07	0.288951529136266	0.228	0.15	0.0198904143254329	16	NvHes4
1.41829677609392e-06	0.443545715940767	0.26	0.135	0.0347837284337035	16	MYCBP-like
4.23794474339741e-05	0.260433246069589	0.126	0.062	1	16	NvSnailB
6.5226942513634e-05	0.406252451078443	0.31	0.186	1	16	RPAB5-like
0.000128826773711921	0.384846728500276	0.156	0.07	1	16	NvMsxC
0.000158897293093712	0.334053832469347	0.109	0.04	1	16	NvPITX1
0.0003540487818552	0.37018295347206	0.114	0.03	1	16	HBP1-like
0.000817395783077043	0.277219583554464	0.179	0.108	1	16	NVE26164
6.49270827722202e-05	0.52000161653175	0.647	0.537	1	17	NvERG
0.000144266865605586	0.513029244028947	0.439	0.381	1	17	NVE21973
0.000213631107011316	0.507285250276789	0.123	0.058	1	17	RX2-like
0.000488819386165521	0.392449430517141	0.287	0.267	1	17	GRHL2-like1
0.000818312793787387	0.389969002022542	0.103	0.055	1	17	NvSnailB
8.91748969433666e-26	0.769045046804381	0.908	0.689	2.18701434753606e-21	18	Nve-c-jun
1.204002044569e-21	0.790864824231655	0.609	0.351	2.95281501430546e-17	18	MITF-like
5.4954230140183e-16	0.52941757615327	0.744	0.543	1.34775249418799e-11	18	NvATF4
1.05599367902212e-11	0.568467031869876	0.825	0.629	2.58982449780175e-07	18	NVE4464;NVE21133
1.2390014186518e-11	0.553992396939303	0.774	0.539	3.03865097924354e-07	18	NvERG
1.99159632080003e-11	0.587672901322554	0.683	0.48	4.88438997676206e-07	18	NvKlf3-8-12-like
1.2420130247069e-10	0.413863386819015	0.439	0.296	3.04603694309366e-06	18	NF2L2-like
5.55173479787933e-10	0.492083755843663	0.451	0.309	1.36156295917991e-05	18	NvCREB-like
6.11813117130853e-10	0.576142241334431	0.193	0.089	1.50047166976342e-05	18	NVE19743
3.68883651766287e-08	0.339853183157257	0.735	0.574	0.00090468715595682	18	NvEgr1-like
6.10181248810332e-08	0.647105571780495	0.174	0.056	0.00149646951270734	18	DJC21-like
6.19904827343551e-08	0.607469900022831	0.343	0.181	0.00152031658906006	18	CRBL2-like
3.27727409684711e-07	0.443812906269319	0.768	0.58	0.00803751472251755	18	LARP6-like
3.52236064848898e-05	0.340386855357645	0.348	0.232	0.863858949041923	18	NvMyc2
4.46327608760519e-05	0.27333289918438	0.202	0.129	1	18	NvJAZF
0.000175917289685848	0.274523151875869	0.135	0.081	1	18	NvFoxN1
0.000200703178744074	0.38197222233938	0.192	0.104	1	18	NVE26164
0.00073892662496498	0.360744443247623	0.247	0.147	1	18	ZC12D-like
8.87832707582627e-21	0.994152695218122	0.249	0.017	2.17740971534639e-16	19	CSRP1-like1
3.84544573463384e-18	1.13225482593067	0.357	0.131	9.43095566418948e-14	19	Nve-SRF
2.08917149815167e-10	0.472549078650875	0.412	0.255	5.12369309921697e-06	19	NVE4464;NVE21132
9.96817307620676e-10	0.431245830135803	0.509	0.361	2.44469444693971e-05	19	MITF-like
7.81525066895898e-08	0.451926158868947	0.174	0.08	0.00191669022656219	19	Nvcreb-like2
6.21785001163305e-07	0.254258459340405	0.38	0.265	0.01524927715353	19	XBP1-like
3.8954897754163e-06	0.260378772265226	0.431	0.31	0.0955368867420849	19	NvCREB-like
5.45647532710386e-06	0.374777772200397	0.721	0.585	0.133820057397222	19	LARP6-like
5.80634127665794e-06	0.361644357075311	0.418	0.261	0.142400519810036	19	NvZF-C3H1
7.41950102745443e-06	0.349487943840991	0.732	0.574	0.18196326269832	19	NvEgr1-like
0.000200762900893033	0.332188065915594	0.112	0.054	1	19	NvEts
1.65245000999404e-29	1.03986611790152	0.374	0.07	4.05263364951039e-25	20	NVE5857
4.30493186703721e-07	0.379086711906827	0.156	0.072	0.0105578454039088	22	SAP-like6
2.36221715989147e-05	0.306599138949404	0.101	0.042	0.579333758463383	22	NvSnailA
0.000566985829794024	0.321642487902351	0.128	0.05	1	22	NvTwist
6.15665252735428e-76	1.71565267972535	0.538	0.008	1.50991903233364e-71	23	NvKlf-spotty
6.2066246676183e-54	1.06689855359051	0.424	0.016	1.52217469973339e-49	23	NvNKx2.2D
5.10702373807441e-52	1.17972661813461	0.386	0.006	1.25249757176275e-47	23	Nvmyc4
5.63132056502112e-39	0.945133373997279	0.376	0.047	1.38108136857143e-34	23	ID4-like2
4.09416084146756e-36	0.802886591946597	0.278	0.003	1.00409294636992e-31	23	COT2-like2
1.250085476847e-31	0.653612203610382	0.376	0.073	3.06583463196726e-27	23	NvSoxC
