Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Bubble1	Bubble2	Bubble3	WT4d_1	WT4d_2	WT4d_3	TF	deM_TF	BLAST.Hit	Trinotate.Descr	Emapper.Annotation
NV2.12457	1156.18052178874	-2.36728624196231	0.099670744172744	-13.7180298322304	7.91880464890573e-43	3.64706993644021e-41	408.666896920666	405.33962238756	333.420315475133	1969.15828530601	1968.99011409902	2169.99725853064	NA	TSC22	NA	Trafficking kinesin-binding protein 1;	Trafficking protein, kinesin binding
NV2.12488	101.016601125235	-2.36757429470634	0.241722292609751	-5.65762586454624	1.53481255191317e-08	1.57570906055409e-07	42.1050742281898	37.3856933270079	28.1763646880394	197.468539455285	202.007932970493	154.99980418076	*	HLH	pancreas transcription factor-like protein [Saccoglossus kowalevskii]	Pancreas transcription factor 1 subunit alpha;	pancreas specific transcription factor, 1a
NV2.12793	331.454730758865	-2.19855430676506	0.149572911119799	-8.01317763886468	1.11782001892046e-15	1.91665001339401e-14	138.699068045802	135.769096819134	129.924348283737	770.278043218708	784.542437350518	774.999020903799	*	Homeobox	amphioxus Otx transcription factor [Branchiostoma floridae]	Homeobox protein OTX1;	Homeobox protein
NV2.12799	493.885940220239	-2.07603352820549	0.22639874484897	-4.75282461889668	2.00594339724949e-06	1.67477668799026e-05	247.676907224646	245.958508730315	231.672331879435	602.454907905565	587.232363286316	686.030523436816	*	Homeobox	orthodenticle A [Acropora millepora]	Homeobox protein OTX1;	Homeobox protein
NV2.12942	147.862286625304	-1.93828010443098	0.233408593542757	-4.01990385267928	5.82218975108792e-05	0.000403156104302606	54.4889195894221	53.1270378857481	39.1338398444991	183.901998576678	150.331485001297	152.219538634917	*	Homeobox	MEOX2 [Homo sapiens]	Homeobox protein MOX-1;	mesenchyme homeobox 2
NV2.1296	928.107974933396	8.06007479543783	0.297501921023315	23.7311906126634	1.7185796047728e-124	2.7670528856033e-122	1411.75837118048	1381.30298502945	1410.38358799575	14.0690053555928	9.98295017586737	11.1210621833729	*	Ets	ETS-related transcription factor Elf-1 isoform 2 [Mus musculus]	ETS domain-containing protein Elk-1;	ELK1, member of ETS oncogene family
NV2.13108	294.152871612634	-11.025201070684	1.44354141409424	-6.94486557351341	3.78820869324072e-12	5.16322676950717e-11	0	0	0	736.612923260682	746.372333736908	659.618000751306	*	Fork_head	PREDICTED: forkhead box protein L1 isoform X1 [Cricetulus griseus]	Forkhead box protein L1;	forkhead
NV2.13437	14.4363815523584	-6.49206907675244	1.24567703725768	-4.40890287970874	1.03895600659831e-05	7.9227896629468e-05	0	0	0	37.1823712969239	51.6764479691958	29.8878546178147	*	Fork_head	GM26767 [Drosophila sechellia]	Forkhead box protein B1;	forkhead
NV2.13634	38.4490489611246	3.96992324517714	0.849736626352501	3.49511031191576	0.000473865861906859	0.00287954572850673	24.7676907224646	5.90300420952757	10.9574751564598	0	0	0.695066386460807	*	HSF_DNA-bind	DNA binding transcription factor [Pseudozyma hubeiensis SY62]	Heat shock factor protein;	HSF-type DNA-binding
NV2.141	384.347644517584	-1.70773475688517	0.181683806262229	-3.89542013372218	9.80286604138987e-05	0.000656974480824653	163.466758768266	190.863802774725	205.061320785176	643.154530541387	628.925861079645	565.784038579097	*	HLH	hairy [Tribolium castaneum]	Transcription factor HES-1;	hairy and enhancer of split 5 (Drosophila)
NV2.14359	867.654842086775	-2.09865116739536	0.15908657092861	-6.90599565370215	4.98525244029292e-12	6.76682243506244e-11	361.608284547983	397.46895010819	328.724254693793	1124.51549949346	1122.78827860344	1273.3616199962	*	RFX_DNA_binding	DNA-binding protein RFX6 [Crassostrea gigas]	DNA-binding protein RFX6;	regulatory factor X, 4 (influences HLA class II expression)
NV2.14459	1031.0817902264	2.02994945764142	0.278601492564134	3.69685549119709	0.000218286514299872	0.00139090930797769	1857.57680418484	1837.80197723292	1762.58814659624	259.774134601482	244.875895490394	239.797903328978	*	Fork_head	forkhead box L2 [Odontesthes hatcheri]	Forkhead box protein L2;	forkhead box L2
NV2.1449	107.569233056759	-2.93561987895232	0.288385787697115	-6.71191147944244	1.92091221683539e-11	2.50934996980265e-10	29.7212288669575	29.5150210476378	21.9149503129195	234.148446275224	236.067410041099	246.053500807126	*	zf-C2H2,zf-BED	PR domain zinc finger protein 14 [Crassostrea gigas]	PR domain zinc finger protein 14;	PR domain containing 14
NV2.14692	213.921367559048	-2.54455663357975	0.259101862884951	-5.96119462971819	2.50400503986985e-09	2.7734516672026e-08	91.6404556731189	64.9330463048032	78.2676796889983	275.350533388031	234.30571295124	265.515359628028	*	zf-C2H2,zf-BED	NA	Zinc finger protein 431;	myoneurin
NV2.14759	524.243549853651	1.46117850756146	0.124411577375317	3.70687774635477	0.000209830169713152	0.00134154702153828	1176.46530931707	1133.37680822929	1133.3160018967	408.503619789178	407.539260120703	505.313262957006	*	SAND	NA	Sterile alpha motif domain-containing protein 11;	sterile alpha motif domain containing 11
NV2.1477	23.9730099267901	-6.83112822066734	1.26037127177255	-4.62651629028851	3.71867631141252e-06	3.00345292296956e-05	0	0	1.56535359377997	35.6749778659675	41.1062654300421	40.3138504147268	*	NA	PREDICTED: steroid receptor seven-up, isoforms B/C [Tribolium castaneum]	Nuclear receptor subfamily 2 group F member 5;	Nuclear receptor subfamily 2, group F, member
NV2.15213	156.108715132718	4.20021576565644	0.234924986741678	13.6222877355118	2.95174218507924e-42	1.3285523234843e-40	269.967828874864	275.473529777953	295.851829224414	4.01971581588367	3.5233941797179	3.47533193230403	*	P53	p63-like transcription factor [Saccoglossus kowalevskii]	Tumor protein 63;	tumor protein
NV2.15488	268.844330477428	1.8821270309247	0.228230684005785	3.86506763876825	0.000111058418497862	0.000737806413932125	426.004280426391	403.371954317717	427.341531101931	120.59147447651	113.923078477545	113.295820993111	*	NA	PREDICTED: E3 ubiquitin-protein ligase RNF144B [Calypte anna]	Probable E3 ubiquitin-protein ligase RNF144A-A;	Ring finger protein
NV2.15543	502.171294681066	-1.90429116378478	0.159043903087516	-5.68579584774893	1.30204864390248e-08	1.35130516794641e-07	257.583983513632	181.025462425512	214.453442347855	777.312545896504	798.048781706104	838.250062071733	*	zf-C2H2	NA	Zinc finger protein 431;	Zinc finger, C2H2 type
NV2.15812	475.886114011397	-1.37331822565497	0.106456462837605	-3.50676901809568	0.000453582689012046	0.00276352776905956	252.630445369139	259.732185219213	225.410917504315	436.641630500363	458.041243363327	463.609279769358	NA	zf-C2HC	Lethal(3)malignant brain tumor-like 3 protein [Columba livia]	Lethal(3)malignant brain tumor-like protein 3;	L(3)mbt-like
NV2.15864	28.9719864657183	-3.06088642001394	0.643269995925346	-3.20376581072983	0.00135642762528583	0.00762711320021593	4.95353814449292	3.93533613968505	4.6960607813399	91.4485348113534	76.3402072272211	65.3362403273158	*	NA	NA	NA	Inherit from KOG: Growth factor receptor
NV2.16221	378.565130664305	-6.05569506693112	0.373307921375207	-13.5429621967483	8.72003442039091e-42	3.86334589846581e-40	12.3838453612323	11.8060084190551	12.5228287502397	966.741653720022	1046.44807137622	1051.6354427152	*	T-box	NA	T-box transcription factor TBX3;	t-box transcription factor
NV2.16328	967.626678345349	2.90388962232898	0.16660951261289	11.4272564181409	3.05612796570923e-30	1.01549594350513e-28	1852.62326604035	2012.9244354489	1828.332997535	174.355173513954	174.995244259322	180.022194093349	NA	zf-C2H2	Cysteine and glycine-rich protein 1 [Anoplopoma fimbria]	Cysteine and glycine-rich protein 1;	Muscle lim protein
NV2.16402	1186.02267441498	-1.9494191778207	0.085665202179409	-11.0829036022389	1.51866178320646e-28	4.77390126263821e-27	527.551812388495	598.171093232127	543.177697041648	2478.15480049228	2312.52104662151	2356.27505010213	*	HMG_box	SoxC [Acropora millepora]	SRY-related protein AES4;	SRY (sex determining region Y)-box 4
NV2.1654	4378.31567107891	2.65516868792648	0.224062368336653	7.38708914046467	1.50077990534314e-13	2.2584684836942e-12	3643.32730527454	3474.90181134189	3827.28953679202	762.23861158694	762.814839908925	756.927294855818	*	bZIP_1,bZIP_2,bZIP_Maf	jun protein [Hydra vulgaris]	Transcription factor AP-1;	jun proto-oncogene
NV2.16623	147.273908053897	4.91280854048379	0.23845956399773	16.4086878080555	1.6574914397559e-60	1.15175299905003e-58	522.598274244003	513.561366228898	446.12577422729	8.03943163176733	13.5063443555853	3.47533193230403	*	Homeobox,Homeobox_KN	brain-specific homeobox [Saccoglossus kowalevskii]	Homeobox protein BarH-like 1;	brain-specific homeobox
NV2.17442	178.011836641243	-2.33233407581172	0.336668661804384	-3.95740449577648	7.57685654532925e-05	0.000518135590551452	54.4889195894221	55.0947059555906	48.5259614071789	372.82864192321	375.828712503242	320.425604158432	*	Homeobox,Homeobox_KN	Q50 paired-like homeodomain transcription factor [Branchiostoma floridae]	Homeobox protein aristaless-like 4;	ALX homeobox 4
NV2.17634	58.3359706038056	-7.09548375397262	1.35215358220097	-4.50798181080193	6.54471852579967e-06	5.14535949523369e-05	0	1.96766806984252	0	190.936501254474	198.484538790775	179.327127706888	*	Homeobox,Homeobox_KN	retinal homeobox protein Rx2 [Danio rerio]	Intestine-specific homeobox;	Mix paired-like homeobox
NV2.17654	613.825949688538	-3.4867124955589	0.239215795907223	-10.3952687828497	2.60551302386172e-25	7.15666850548649e-24	61.9192268061614	131.833760679449	81.3983868765582	1672.20177940761	1573.19550124404	1639.66160566104	*	NA	PREDICTED: transcription factor COE3 isoform 1 [Pan troglodytes]	Transcription factor COE3;	Early B-cell factor
NV2.17999	83.7105837705063	9.17498743181676	1.19885342523597	6.81900494233288	9.16732478152778e-12	1.22585887895595e-10	94.1172247453654	133.801428749292	159.666066565557	1.50739343095638	1.76169708985895	0.695066386460807	*	Homeobox,Homeobox_KN	Homeobox protein GBX-1 [Cricetulus griseus]	Homeobox protein DBX2;	H2.0-like homeobox
NV2.18187	172.143484898022	2.73420432338775	0.187158268305134	9.26597760864292	1.93298345741859e-20	4.29638657583814e-19	220.432447429935	210.54048347315	231.672331879435	89.941141380397	109.812451934541	120.24648485772	*	NA	NFX1-type zinc finger-containing protein 1 [Heterocephalus glaber]	NFX1-type zinc finger-containing protein 1;	Zinc finger, NFX1-type containing 1
NV2.18416	255.390924851473	-2.62258142863619	0.196384500881733	-8.2622682612481	1.42930037426318e-16	2.60883544810212e-15	71.8263030951473	92.4803992825986	72.0062653138784	538.139454851426	497.38581170351	545.627113371733	*	Homeobox,Homeobox_KN	hematopoietically-expressed homeobox protein hhex [Xenopus laevis]	Hematopoietically-expressed homeobox protein hhex;	Hematopoietically expressed homeobox
NV2.18493	16.4148632809806	-3.24353035649181	0.688276550125558	-3.25963503490354	0.00111555662218902	0.00636487563982465	0	7.87067227937009	4.6960607813399	31.6552620500839	29.9488505276021	36.8385184824228	*	zf-C2H2,zf-BED	unnamed protein product [Oncorhynchus mykiss]	Protein glass;	DNA binding
NV2.18535	135.113323014907	1.93929335355027	0.183892603916672	5.10783649556618	3.25868436525531e-07	2.93340841679619e-06	279.87490516385	289.247206266851	306.809304380873	38.1873002508948	48.7402861527642	34.7533193230403	*	zf-C2H2	Fez family zinc finger protein 2 [Tupaia chinensis]	Fez family zinc finger protein 2;	fez family zinc finger
NV2.18581	71.5532869676601	-3.51612376259786	0.474854097445836	-5.29873023341629	1.16610771313576e-07	1.09760442732608e-06	12.3838453612323	11.8060084190551	20.3495967191396	147.724556233725	137.412373008998	113.295820993111	*	Homeobox,Homeobox_KN	NA	Homeobox protein not2;	homeobox
NV2.18725	775.759543763389	-1.9111157905745	0.137574418429421	-6.62271228165811	3.52667057181791e-11	4.53815360651604e-10	396.283051559433	407.307290457402	380.380923288532	1373.23541560126	1367.07694173054	1272.66655360974	*	Homeobox	NK2-3/5 transcription factor [Saccoglossus kowalevskii]	Homeobox protein Nkx-2.6;	NK2 homeobox 3
NV2.18738	604.221595855367	-3.11334037613278	0.163267603944301	-12.9440276275123	2.53958370301529e-38	1.06554906047701e-36	158.513220623773	145.607437168347	145.577884221537	1368.71323530839	1392.91516571514	1301.85934184109	*	Homeobox,Homeobox_KN	Homeobox protein HMX1 [Crassostrea gigas]	Homeobox protein HMX3;	H6 family homeobox
NV2.18743	250.987856133582	-2.2401789041566	0.169221848967833	-7.32871618955269	2.32367883633142e-13	3.44963535792409e-12	71.8263030951473	76.7390547238584	89.2251548454581	393.932149956599	405.777563030844	398.273039442042	*	Homeobox	AGAP000484-PA [Anopheles gambiae str. PEST]	Homeobox protein slou;	homeobox
NV2.19192	2335.99223445366	1.94393498287741	0.139015452320751	6.79014431215502	1.12021432866418e-11	1.48890768891714e-10	2125.06786398746	2254.94760803953	2308.89655082545	590.395760457914	528.509126957684	692.286120914963	*	NA	NFX1-type zinc finger-containing protein 1 isoform a [Mus musculus]	NFX1-type zinc finger-containing protein 1;	Zinc finger, NFX1-type containing 1
NV2.19581	2979.61931025748	1.64729150262367	0.0617066157341203	10.4898234155751	9.62080271243642e-26	2.67598843984678e-24	3437.75547227808	3215.16962612268	3340.46456912645	938.603643008836	978.916349598289	1006.45612759525	*	NA	NA	Zinc finger protein 36, C3H1 type-like 1;	NA
NV2.20044	25.19270531178	3.12030775358441	0.510008221451162	4.15739916417691	3.21891278786035e-05	0.000230634402499227	37.1515360836969	33.4503571873229	34.4377790631592	15.0739343095638	12.919111992299	6.25559747814726	*	zf-C2H2	NA	NA	NA
NV2.20203	179780.686961624	3.17461206899838	0.0739573864944842	29.4035818742806	4.94211303789309e-190	1.52927510316304e-187	327433.824889126	313817.477454974	322483.189915392	28027.4685262489	26883.4975912475	26007.9940485905	*	bZIP_1,bZIP_2	NA	CCAAT/enhancer-binding protein gamma;	CCAAT enhancer binding protein (C EBP), alpha
NV2.20205	5282.48853383339	2.88020832179101	0.174009505857056	10.805204649771	3.25230973003399e-27	9.75890028690805e-26	4111.43665992912	4236.38935437095	4132.53348757911	739.125245645609	756.942516276061	662.398266297149	*	bZIP_1,bZIP_2,bZIP_Maf	FosB [Crassostrea ariakensis]	Transforming protein v-Fos/v-Fox;	fos-like antigen 2
NV2.21028	1251.54317210312	-2.02501580692741	0.0868231665337313	-11.8057869558257	3.64365945841184e-32	1.2908592471268e-30	445.818433004362	454.531324133623	504.043857197149	1992.77411572433	1951.96037556371	2045.58037535415	*	Myb_DNA-binding,zf-C2H2,zf-BED,GATA	Metastasis-associated protein MTA1 [Crassostrea gigas]	Metastasis-associated protein MTA3;	Metastasis associated 1
NV2.21106	71.3309803912944	5.51681854433287	0.879124127878355	5.13786210740636	2.77881659418233e-07	2.51401022527121e-06	19.8141525779717	37.3856933270079	28.1763646880394	2.00985790794183	2.34892945314526	4.86546470522565	NA	bZIP_2	NA	NA	NA
NV2.21349	86.5785171715159	2.94080196799316	0.325400124260159	5.96435533761959	2.45601746422091e-09	2.72487226114459e-08	188.234449490731	177.090126285827	175.319602503356	22.6109014643456	31.7105476174611	27.8026554584323	NA	bZIP_1	tumor necrosis factor receptor-associated factor 3 [Branchiostoma belcheri]	TNF receptor-associated factor 3;	TNF receptor-associated factor
NV2.21473	466.080815778128	-1.62076798946648	0.169158368748471	-3.66974447707951	0.00024279303969191	0.00153717178966067	279.87490516385	267.602857498583	266.110110942594	713.499557319351	762.227607545638	740.94076796722	*	RFX_DNA_binding	DNA-binding protein RFX6 isoform 1 [Mus musculus]	Transcription factor RFX4;	regulatory factor X, 4 (influences HLA class II expression)
NV2.21605	82.3162186400661	-3.44969619826111	0.325628095010222	-7.52298783734925	5.3538405970599e-14	8.28339524876361e-13	19.8141525779717	13.7736764888977	17.2188895315796	151.744272049608	146.220858458293	164.03566720475	*	zf-C2H2	zinc finger protein 934 isoform 1 [Mus musculus]	Zinc finger protein 112;	Zinc finger protein 846
NV2.21749	606.245440283622	-2.45374877366741	0.189993165402851	-7.65158457455541	1.98517678739336e-14	3.15272182017146e-13	198.141525779717	163.316449796929	195.669199222496	1118.48592576963	1071.69906299753	1113.49635111021	*	HMG_box	putative SoxB transcription factor [Acropora millepora]	Transcription factor Sox-14 {ECO:0000250|UniProtKB:Q9W7R6};	HMG (high mobility group) box
NV2.21849	54.7850758053701	3.40051493016535	0.30633489089113	7.83624393284826	4.64223626591553e-15	7.6548582023473e-14	111.454608251091	102.318739631811	93.9212156267979	9.54682506272371	4.11062654300421	4.86546470522565	NA	bZIP_1,TSC22	NA	NA	NA
NV2.21858	2551.27745336673	2.15708103600974	0.295062269583517	3.92148083739398	8.80064483059434e-05	0.000594636541197852	3432.80193413359	3347.00338680213	3376.46770178339	750.681928616275	694.108653404426	830.604331820664	*	Ets	NA	Protein c-ets-1-B;	Inherit from KOG: ets variant
NV2.22218	31.8998005758103	-3.71063082338327	0.750416326948348	-3.6121693066119	0.000303646203495137	0.00189817216351568	14.8606144334787	0	0	102.000288828048	88.0848544929474	88.9684974669833	*	HLH	neurogenin 1 [Xenopus (Silurana) tropicalis]	Protein atonal homolog 7;	Neurogenin 1
NV2.22508	8193.22590722154	1.53380138656062	0.0703041449092729	7.59274417247364	3.13200531507751e-14	4.90713870726226e-13	8693.45944358507	8163.85482177663	8867.72810876351	2931.37775873316	2778.19631070756	3073.58356092969	*	Ets	transcription factor Ets1 [Hydra vulgaris]	Transcriptional regulator Erg;	V-ets erythroblastosis virus E26 oncogene homolog (Avian)
NV2.22580	236.057554184495	-2.42932127064253	0.371849169316652	-3.84381999096353	0.000121133872827959	0.000800178524844864	42.1050742281898	53.1270378857481	53.2220221885188	479.853575521113	494.449649887078	455.963549518289	*	zf-C2H2	zinc finger in cerebellum [Capitella teleta]	Zinc finger protein ZIC 4 {ECO:0000303|PubMed:16871625};	Zic family member
NV2.22663	677.689033520684	-1.49506484233414	0.117703727418201	-4.20602518877909	2.59901278736736e-05	0.00018874532174926	361.608284547983	381.727605549449	355.335265788052	1017.99303037254	964.822772879417	1043.98971246413	*	zf-C2H2,GATA	zinc finger protein 782 [Homo sapiens]	Zinc finger protein 782;	NA
NV2.230	85.1421527236429	2.03694106552687	0.276881186783736	3.74507592072983	0.000180339232215508	0.0011606883830991	52.0121505171756	55.0947059555906	48.5259614071789	17.0837922175056	15.2680414454442	13.9013277292161	*	NA	NA	Transient receptor potential cation channel subfamily A member 1;	NA
NV2.23101	172.718927221853	-4.91952703693608	0.36907471479594	-10.6198741875427	2.4088556114129e-26	6.9439558265533e-25	9.90707628898583	7.87067227937009	18.7842431253596	380.365609077992	441.59873719131	437.891823470308	*	Homeobox	retinal homeobox protein Rx3 [Danio rerio]	Retinal homeobox protein Rx2;	Retina and anterior neural fold homeobox
NV2.23247	267.745434679008	-1.96073291703591	0.176636953776461	-5.43902562003953	5.35727517490958e-08	5.21610017521678e-07	104.024301034351	137.736764888977	97.0519228143579	651.69642665014	682.951238501986	609.573220926127	*	NA	PREDICTED: COUP transcription factor 2 isoform 3 [Ceratotherium simum simum]	COUP transcription factor 2;	Nuclear receptor subfamily 2, group F, member
NV2.23310	3474.54816753361	1.94687091774414	0.121612698882446	7.78595431599965	6.91889490352662e-15	1.12589806630601e-13	5121.95844140567	5385.50750715898	5486.56434619878	1768.67495898881	1749.36521022994	1794.6614098418	*	NA	uncharacterized protein LOC100137645 [Xenopus laevis]	La-related protein 6;	La ribonucleoprotein domain family member 6
NV2.23367	129.585267969577	4.16061159488441	0.810786118956314	3.89820634688826	9.69078240215835e-05	0.000650563575228285	84.2101484563796	72.8037185841733	70.4409117200985	9.54682506272371	8.22125308600842	2.08519915938242	*	NA	NA	Histone H1-delta;	H1 histone family, member 0
NV2.24040	2941.29629844912	3.24224722066	0.112868228584975	19.8660619447206	8.00412808205541e-88	8.95557923937996e-86	4586.97632180044	4641.72897675851	4511.34905727386	403.981439496309	375.828712503242	421.210230195249	*	zf-C4	nuclear receptor AmNR7 [Acropora millepora]	COUP transcription factor 1;	Nuclear receptor subfamily 2, group F, member
NV2.24641	799.648660836651	5.89045699567952	0.246983599789739	19.8007357567177	2.93377467734599e-87	3.24583652012067e-85	1909.58895470202	1837.80197723292	1714.06218518906	8.54189610875279	10.5701825391537	12.5111949562945	NA	bZIP_1	NA	NA	NA
NV2.24934	997.608634886949	1.45051566284802	0.138273143316318	3.25815738358829	0.00112138195672192	0.00639442795016439	1216.09361447301	1312.43460258496	1269.50176455555	431.114521253523	398.730774671409	410.784234398337	*	zf-C4	retinoic acid receptor RXR-alpha-A [Danio rerio]	Retinoic acid receptor RXR-alpha;	NA
NV2.24935	928.716156278174	-1.39148723315272	0.096306757580095	-4.06500273697965	4.80318983225904e-05	0.000336121453844728	569.656886616685	503.723025879686	472.73678532155	1339.06783116625	1385.86837735571	1345.64852418812	*	Homeobox	dynamin 1, isoform CRA_a [Homo sapiens]	Dynamin-1;	NA
NV2.25070	121.781224007367	3.05824106393015	0.196234593655487	10.4886759545752	9.73834512704227e-26	2.70488340667525e-24	250.153676296892	238.087836450945	245.760514223455	34.1675844350112	36.9956388870379	18.071726047981	*	Homeobox	NA	NA	NA
NV2.25094	455.894092012605	-1.50772085425818	0.137167416213517	-3.70146838275246	0.000214355370016373	0.00136673977714239	203.09506392421	218.41115575252	183.146370472256	524.070449495833	557.283512758714	588.721229332303	NA	MADF_DNA_bdg	axonemal dynein light chain domain-containing protein 1 [Danio rerio]	Axonemal dynein light chain domain-containing protein 1;	NA
NV2.25410	193.521623958955	-1.6807154517539	0.17892692901862	-3.80443265576339	0.000142129571841003	0.000928036281153715	99.0707628898583	84.6097270032285	125.228287502397	331.124090333417	271.888584201564	322.510803317814	*	zf-C2H2,zf-BED	zinc finger protein Gfi-1b [Bos taurus]	Zinc finger protein Gfi-1b;	Growth factor independent
NV2.2670	1250.20420936174	-1.65902726183109	0.102970590201647	-6.40015037828298	1.55223996090573e-10	1.89522565880253e-09	683.588263940022	576.526744463859	619.880023136866	1987.74947095447	1927.88384866898	2122.7327442513	*	Myb_DNA-binding	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [Crassostrea gigas]	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5;	SWI SNF related matrix associated actin dependent regulator of chromatin subfamily a member
NV2.2675	67.6279047979819	-5.72219835498504	0.670788005365502	-7.03977757087648	1.92546951537861e-12	2.67592970403916e-11	4.95353814449292	1.96766806984252	3.13070718755993	146.217162802768	166.186758810027	165.425799977672	*	HLH	GD22284 [Drosophila simulans]	Heart- and neural crest derivatives-expressed protein 2;	Heart and neural crest derivatives expressed
